code,codeType,from,Synonym_Fr
0509752,CNK,2012-09-01,BARDANE                                      EXTR.
0509760,CNK,2012-09-01,BARDANE                                  EXTR. FL.
0509778,CNK,2012-09-01,BARDANE                                     TINCT.
0509786,CNK,2012-09-01,BARDANE                                   HYDROSOL
0509810,CNK,2012-09-01,BASILIC GRANDE                               HERBA
0509828,CNK,2012-09-01,BASILIC GRANDE                                ESS.
0509836,CNK,2012-09-01,BELLADONE                                FOL. PDR.
0509844,CNK,2012-09-01,BELLADONE                                     FOL.
0509869,CNK,2012-09-01,BELLADONNE (EXTRAIT SEC TITRE DE FEUILLE DE)
0509885,CNK,2012-09-01,BELLADONE                                EXTR. FL.
0509893,CNK,2012-09-01,BELLADONNE (TEINTURE TITREE DE FEUILLE DE)
0509935,CNK,2012-09-01,PAQUERETTE                                    FLOS
0509943,CNK,2012-09-01,BENTONE 38
0509950,CNK,2012-09-01,BENTONITE
0509976,CNK,2012-09-01,BENZALDEHYDE
0509984,CNK,2012-09-01,BENZALKONIUM CHLORURE
0510032,CNK,2012-09-01,BENZOCAINE
0510040,CNK,2012-09-01,BENJOIN MORCEAUX
0510065,CNK,2012-09-01,BENJOIN                                     TINCT.
0510081,CNK,2012-09-01,BENJOIN                          TINCT. COMP.
0510107,CNK,2012-09-01,BENZENE PB4
0510115,CNK,2012-09-01,BENZONAPHTOL
0510123,CNK,2012-09-01,BENZOPHENYLE SALICYLATE
0510131,CNK,2012-09-01,BENZOYLE PEROXYDE
0510149,CNK,2012-09-01,BENZYLE (BENZOATE DE)
0510172,CNK,2012-09-01,BENZYLE CINNAMATE
0510180,CNK,2012-09-01,BENZYLE SALICYLATE
0510214,CNK,2012-09-01,EPINE VINETTE                                CORT.
0510222,CNK,2012-09-01,EPINE VINETTE                               FRUCT.
0510255,CNK,2012-09-01,EPINE VINETTE                               TINCT.
0510263,CNK,2012-09-01,BERGAMOTE ESS.
0510271,CNK,2012-09-01,BETAINE CITRATE
0510297,CNK,2012-09-01,BETAINE HCL
0510339,CNK,2012-09-01,BETAMETHASONE BASE
0510347,CNK,2012-09-01,BETOINE                                      HERBA
0510354,CNK,2012-09-01,BOULEAU ECORCE
0510362,CNK,2012-09-01,BOULEAU                                       FOL.
0510370,CNK,2012-09-01,BAMETHANE
0510404,CNK,2012-09-01,BI ALUMINATE
0510412,CNK,2012-09-01,BI AL SILICATE
0510438,CNK,2012-09-01,BI AL CARBONATE ALCAL.
0510479,CNK,2012-09-01,BI OXYCHLORURE
0510487,CNK,2012-09-01,BI OXYDE ANHYDRE
0510495,CNK,2012-09-01,BI OXYIODOGALLATE
0510503,CNK,2012-09-01,BI SILICATE
0510511,CNK,2012-09-01,BI SOUS - CARBONATE LEV.
0510552,CNK,2012-09-01,BI SOUS - CARBONATE POND.
0510628,CNK,2012-09-01,BISMUTH (SOUS-GALLATE DE)
0510685,CNK,2012-09-01,BI SOUS - NITRATE LEV.
0510693,CNK,2012-09-01,BISMUTH SOUS-NITRATE LOURD
0510701,CNK,2012-09-01,BI SOUS SALICYLATE
0510727,CNK,2012-09-01,BI TRIBROMOPHENATE
0510735,CNK,2012-09-01,BIMYCONASE
0510750,CNK,2012-09-01,BIOTINE
0510776,CNK,2012-09-01,"BIOSOUFRE SOL. 1,6%"
0510784,CNK,2012-09-01,BISACODYL
0510792,CNK,2012-09-01,BISTORTE                                RADIX PDR.
0510800,CNK,2012-09-01,BISTORTE                                     RADIX
0510818,CNK,2012-09-01,BISTORTE                                     EXTR.
0510909,CNK,2012-09-01,ANDROSTANOLON
0510917,CNK,2012-09-01,THYMOL BIIODURE
0510933,CNK,2012-09-01,BOLDINE
0510958,CNK,2012-09-01,BOLDO                                    FOL. PDR.
0510966,CNK,2012-09-01,BOLDO                                         FOL.
0510974,CNK,2012-09-01,BOLDO EXTR SEC PH EUR
0510982,CNK,2012-09-01,BOLDO                                    EXTR. FL.
0510990,CNK,2012-09-01,BOLDO                                       TINCT.
0511022,CNK,2012-09-01,CLINDAMYCINE
0511030,CNK,2012-09-01,BOURRACHE                                     FLOS
0511048,CNK,2012-09-01,BOURRACHE                                    HERBA
0511063,CNK,2012-09-01,K-B TARTRATE
0511071,CNK,2012-09-01,BORNEOL
0511147,CNK,2012-09-01,BRIJ 30
0511154,CNK,2012-09-01,BRIJ 35
0511170,CNK,2012-09-01,BROMELAINE
0511196,CNK,2012-09-01,BROMISOVAL
0511212,CNK,2012-09-01,BROMOFORME
0511261,CNK,2012-09-01,BRONIDOX L ( SOL. 10%)
0511279,CNK,2012-09-01,BRUCINE
0511287,CNK,2012-09-01,BRYONE                                  RADIX PDR.
0511295,CNK,2012-09-01,BRYONE                                       RADIX
0511311,CNK,2012-09-01,BRYONE                                      TINCT.
0511329,CNK,2012-09-01,BUCHU                                         FOL.
0511337,CNK,2012-09-01,BUCHU                                    EXTR. FL.
0511352,CNK,2012-09-01,BUROW (SOLUTION DE) (=ACETOTARTRATE ALUMINIQUE)
0511378,CNK,2012-09-01,BUROW AVEC PRECIPITE SOL.
0511386,CNK,2012-09-01,BOURSE A PASTEUR                             HERBA
0511402,CNK,2012-09-01,BOURSE A PASTEUR                            TINCT.
0511410,CNK,2012-09-01,BUTACAINE SULFATE
0511428,CNK,2012-09-01,BUTALBITAL
0511451,CNK,2012-09-01,BUTOBARBITAL
0511519,CNK,2012-09-01,BUTYLE AMINOBENZOATE
0511527,CNK,2012-09-01,BUTYLHYDROXYANISOLE
0511535,CNK,2012-09-01,BUTYLHYDROXYTOLUENE
0511543,CNK,2012-09-01,SCOPOLAMINE (BUTYLBROMURE DE)
0511576,CNK,2012-09-01,BUIS                                          FOL.
0511584,CNK,2012-09-01,CALCIUM (ACETATE DE)
0511592,CNK,2012-09-01,CA BROMURE
0511642,CNK,2012-09-01,CALCIUM (CARBONATE DE)
0511659,CNK,2012-09-01,"CALCIUM (CARBONATE DE), TRES LOURD"
0511667,CNK,2012-09-01,CA CARBONATE PE
0511725,CNK,2012-09-01,CA CHLORURE 2 AQ. PB6
0511733,CNK,2012-09-01,CA CHLORURE SICC.
0511758,CNK,2012-09-01,CALCIUM CHLORURE 10 ML/1 G AMP.
0511766,CNK,2012-09-01,CALCIUM (CITRATE DE)
0511774,CNK,2012-09-01,CA FLUORURE
0511782,CNK,2012-09-01,CA FORMIATE
0511808,CNK,2012-09-01,CA HYPOPHOSPHITE
0511824,CNK,2012-09-01,CA IODURE
0511832,CNK,2012-09-01,CA LACTATE 3 AQ.
0511865,CNK,2012-09-01,CA OXYDE
0511873,CNK,2012-09-01,CA MONO PHOSPHATE
0511881,CNK,2012-09-01,CA PHOSPHATE (DI CA)
0511899,CNK,2012-09-01,CA SULFATE 2 AQ.
0511907,CNK,2012-09-01,CALCIUM PHOSPHATE (TRI)
0511931,CNK,2012-09-01,CA SULFURE SOL. PB4
0512038,CNK,2012-09-01,CACAO BEURRE
0512046,CNK,2012-09-01,CACAO BEURRE RAPE
0512053,CNK,2012-09-01,CACAO BEURRE EN ETUI
0512061,CNK,2012-09-01,CACAO ALCAL.
0512095,CNK,2012-09-01,CACAO AROMA
0512103,CNK,2012-09-01,CACAO + VANILLE ESS.
0512178,CNK,2012-09-01,CAJEPUT ESS.
0512186,CNK,2012-09-01,CALAMINE
0512236,CNK,2012-09-01,ACORE VRAI                              RADIX PDR.
0512244,CNK,2012-09-01,ACORE VRAI                                   RADIX
0512277,CNK,2012-09-01,SOUCI                                         FLOS
0512285,CNK,2012-09-01,SOUCI                                        HERBA
0512301,CNK,2012-09-01,SOUCI                                       TINCT.
0512368,CNK,2012-09-01,BI CAMPHOCARBONATE
0512400,CNK,2012-09-01,CAMPHOSULFONATE NA PB5
0512434,CNK,2012-09-01,CAMPHOSULFONATE NA AMP. 200MG/2 ML
0512442,CNK,2012-09-01,CAMPHOSULFONATE NA AMP. 500MG/5 ML
0512467,CNK,2012-09-01,PIPERAZINE CAMPHOSULFONATE
0512475,CNK,2012-09-01,PIPERAZINE CAMPHOSULFONAT AMP.280MG
0512483,CNK,2012-09-01,SPARTEINE CAMPHOSULFONATE
0512509,CNK,2012-09-01,CAMPHRE D NATUREL
0512517,CNK,2012-09-01,CAMPHREE OLEUM 10% AMP. 2 ML
0512525,CNK,2012-09-01,CAMPHREE OLEUM 20% AMP. 1 ML
0512533,CNK,2012-09-01,CAMPHREE OLEUM 20% AMP. 2 ML
0512541,CNK,2012-09-01,CAMPHREE OLEUM 25% AMP. 2 ML
0512558,CNK,2012-09-01,CAMPHRE
0512608,CNK,2012-09-01,CAMPHRE SPIR.
0512632,CNK,2012-09-01,CAMPHREE UNG. 20% TUBE 20G
0512657,CNK,2012-09-01,CAMPHREE VAS. 10% TUBE 20G
0512665,CNK,2012-09-01,CAMPHRE BROMURE
0512673,CNK,2012-09-01,CHANVRE INDIEN                               EXTR.
0512681,CNK,2012-09-01,CHANVRE INDIEN                           EXTR. FL.
0512699,CNK,2012-09-01,CHANVRE INDIEN                              TINCT.
0512707,CNK,2012-09-01,CANTHARIDINE
0512715,CNK,2012-09-01,CANTHARIDE                                    PDR.
0512749,CNK,2012-09-01,CANTHARIDE                                  TINCT.
0512764,CNK,2012-09-01,CANTHAXANTHINE 10% DRY
0512772,CNK,2012-09-01,CAPILLAIRE                                   HERBA
0512780,CNK,2012-09-01,CAPILLAIRE                               EXTR. FL.
0512814,CNK,2012-09-01,POIVRE D' ESPAGNE                        EXTR. FL.
0512822,CNK,2012-09-01,CAPSICUM OLEORESINE
0512848,CNK,2012-09-01,COCOS AROMA
0512871,CNK,2012-09-01,CAPSICUM                                    TINCT.
0512897,CNK,2012-09-01,CARAMEL ESS.
0512905,CNK,2012-09-01,CARBAMINOYLCHOLINE CHLORURE
0512913,CNK,2012-09-01,CHARBON ACTIVE
0512947,CNK,2012-09-01,CHARBON ADSORBANT 25OMG CO.
0512954,CNK,2012-09-01,CHARBON ADSORBANT 5OOMG CO.
0512962,CNK,2012-09-01,CASSIS AROMA N.I.
0512988,CNK,2012-09-01,CHARBON BENZONAPHTOLE GRAN.
0512996,CNK,2012-09-01,CHARBON NAPHTOLE GRAN.
0513002,CNK,2012-09-01,CARBOXYMETHYLCYSTEINE
0513069,CNK,2012-09-01,CARBOXYMETHYLCYSTEINE NA
0513077,CNK,2012-09-01,CARBOGENE
0513093,CNK,2012-09-01,ORANGE AROMA
0513143,CNK,2012-09-01,CARBOMERE 940
0513184,CNK,2012-09-01,PECHER AROMA
0513218,CNK,2012-09-01,CARBROMAL
0513234,CNK,2012-09-01,CARBUTAMIDE
0513267,CNK,2012-09-01,CARDAMOME                                   FRUCT.
0513275,CNK,2012-09-01,CARDAMOME                                   TINCT.
0513283,CNK,2012-09-01,CARDAMOME                             TINCT. COMP.
0513317,CNK,2012-09-01,CARLINE ACAULE                               RADIX
0513341,CNK,2012-09-01,CARMIN D' INDIGO
0513358,CNK,2012-09-01,CARMIN ROUGE
0513374,CNK,2012-09-01,CARNITINE CHLORURE DL
0513408,CNK,2012-09-01,CAROTENE BETA DIL. 10% SOLUBLE
0513424,CNK,2012-09-01,MOUSSE D' IRLANDE
0513440,CNK,2012-09-01,CARVI                                  FRUCT. PDR.
0513457,CNK,2012-09-01,CARVI                                       FRUCT.
0513465,CNK,2012-09-01,CARVI                                         ESS.
0513481,CNK,2012-09-01,GIROFLE                                       FLOS
0513499,CNK,2012-09-01,CLOU DE GIROFLE ESSENCE
0513515,CNK,2012-09-01,CASCARA POUDRE
0513523,CNK,2012-09-01,CASCARA ECORCE
0513531,CNK,2012-09-01,CASCARA                                      EXTR.
0513556,CNK,2012-09-01,CASCARA EXTR. 150 MG DRAG. BLANCHE
0513564,CNK,2012-09-01,CASCARA EXTR. 150MG DRAG. NOIRE
0513572,CNK,2012-09-01,CASCARA EXTR. 250MG DRAG. BLANCHE
0513580,CNK,2012-09-01,CASCARA EXTR. 250MG DRAG. NOIRE
0513598,CNK,2012-09-01,CASCARA    EXTR. 500MG. DRAG. NOIRE
0513622,CNK,2012-09-01,CASCARA                                     TINCT.
0513655,CNK,2012-09-01,CASCARILLE                                  TINCT.
0513663,CNK,2012-09-01,CASEINE
0513689,CNK,2012-09-01,CASEINE IODEE 1O%
0513713,CNK,2012-09-01,CACHOU LIGNUM PDR.
0513739,CNK,2012-09-01,CACHOU TINCT.
0513747,CNK,2012-09-01,CEDRE                                         ESS.
0513770,CNK,2012-09-01,CELLULASE 2000U/GR
0513788,CNK,2012-09-01,"CELLULOSE ACETOPHTALATE, SOLUTION"
0513796,CNK,2012-09-01,CELLULOSE ACETOPHTALATE SOL. (cfr 513788)
0513812,CNK,2012-09-01,CEFADROXIL
0513820,CNK,2012-09-01,CEFALEXINE
0513838,CNK,2012-09-01,CEFALORIDINE
0513846,CNK,2012-09-01,CEFALOTINE NA
0513853,CNK,2012-09-01,CEFAPIRINE NA
0513861,CNK,2012-09-01,CEFAZOLINE NA
0513879,CNK,2012-09-01,CEFOXITINE NA
0513887,CNK,2012-09-01,CEFRADINE
0513895,CNK,2012-09-01,CEFUROXIME
0513903,CNK,2012-09-01,BLEUET PETALES
0513945,CNK,2012-09-01,CENTAUREE MINEURE                            HERBA
0513952,CNK,2012-09-01,CENTAUREE MINEURE                            EXTR.
0513960,CNK,2012-09-01,CENTAUREE MINEURE                        EXTR. FL.
0513994,CNK,2012-09-01,CIRES D'ABEILLE: BLANCHE
0514067,CNK,2012-09-01,CIRE JAUNE
0514075,CNK,2012-09-01,LANETTE CIRE (cfr 504977)
0514083,CNK,2012-09-01,CERISES                                      STIP.
0514109,CNK,2012-09-01,CERISES                                       SIR.
0514125,CNK,2012-09-01,CERISES                                       ESS.
0514141,CNK,2012-09-01,CAROUBE GOMME
0514216,CNK,2012-09-01,"CETYLIQUES CIRES, ESTERS"
0514265,CNK,2012-09-01,CETIOL DAB7 (cfr 580423)
0514273,CNK,2012-09-01,MACROGOLGLYCEROL COCOATES
0514281,CNK,2012-09-01,DECYL OLEATE
0514349,CNK,2012-09-01,MACROGOL CETOSTEARYLIQUE ETHER
0514406,CNK,2012-09-01,CETYLPYRIDINIUM CHLORURE
0514414,CNK,2012-09-01,CETYLSTEARYLSULFATE NA
0514422,CNK,2012-09-01,CETRIMIDE
0514455,CNK,2012-09-01,CAMOMILLE COMMUNE                             FLOS
0514471,CNK,2012-09-01,CAMOMILLE COMMUNE                         HYDROSOL
0514497,CNK,2012-09-01,CAMOMILLE ROMAINE                             FLOS
0514505,CNK,2012-09-01,FLEUR DE LA PASSION FRUCT. AROMA
0514513,CNK,2012-09-01,FLEUR DE LA PASSION FRUCT. AROMA SY
0514521,CNK,2012-09-01,CAMOMILLE ROMAINE                             ESS.
0514539,CNK,2012-09-01,CAMOMILLE COMMUNE                        EXTR. FL.
0514547,CNK,2012-09-01,CAMOMILLE COMMUNE                            SPIR.
0514562,CNK,2012-09-01,CAMOMILLE COMMUNE                           TINCT.
0514596,CNK,2012-09-01,CHELIDOINE                                   HERBA
0514612,CNK,2012-09-01,CHELIDOINE                               EXTR. FL.
0514620,CNK,2012-09-01,CHELIDOINE                                  TINCT.
0514661,CNK,2012-09-01,ANSERINE VERMIFUGE                            ESS.
0514679,CNK,2012-09-01,QUINIDINE HBR
0514687,CNK,2012-09-01,QUINIDINE (SULFATE DE)
0514703,CNK,2012-09-01,QUININE BIHCL
0514711,CNK,2012-09-01,QUININE BISULFATE
0514729,CNK,2012-09-01,QUININE HBR
0514737,CNK,2012-09-01,QUININE (CHLORHYDRATE DE)
0514794,CNK,2012-09-01,QUININE FORMIATE
0514810,CNK,2012-09-01,QUININE SALICYLATE
0514828,CNK,2012-09-01,QUININE (SULFATE DE)
0514844,CNK,2012-09-01,QUININE SULFATE 250MG CO.
0514851,CNK,2012-09-01,QUININE SULFATE 500MG CO.
0514869,CNK,2012-09-01,QUININE TANNATE
0514877,CNK,2012-09-01,QUININE VALERIANATE
0514885,CNK,2012-09-01,QUININE ETHYLCARBONATE
0514893,CNK,2012-09-01,CHINIOFON
0514901,CNK,2012-09-01,CHLORAL (HYDRATE DE)
0514950,CNK,2012-09-01,CHLORALOSE ALPHA
0514968,CNK,2012-09-01,CHLORAMPHENICOL
0515130,CNK,2012-09-01,CHLORAMPHENICOL BENZOATE
0515148,CNK,2012-09-01,CHLORAMPHENICOL PALMITATE
0515171,CNK,2012-09-01,TOSYLCHLORAMIDE SODIQUE (= CHLORAMINE)
0515189,CNK,2012-09-01,CHLORAMINE T                             250MG CO.
0515197,CNK,2012-09-01,CHLORAMINE T                             500MG CO.
0515247,CNK,2012-09-01,CHLOROBUTANOL HEMIHYDRATE
0515270,CNK,2012-09-01,CHLORCYCLIZINE HCL
0515288,CNK,2012-09-01,CHLORDIAZEPOXYDE HCL
0515296,CNK,2012-09-01,CHLORPHENAMINE (MALEATE DE)
0515304,CNK,2012-09-01,DEXCHLORPHENIRAMINE MALEATE
0515312,CNK,2012-09-01,CHLORPHENTERMINE HCL
0515320,CNK,2012-09-01,CHLORHEXIDINE ACETATE
0515361,CNK,2012-09-01,CHLORHEXIDINE DIGLUCONATE SOLUTION 20%
0515387,CNK,2012-09-01,CHLORHEXIDINE GLUCONATE SOL. 20% (cfr 515361)
0515395,CNK,2012-09-01,CHLOROCRESOL
0515411,CNK,2012-09-01,CHLOROFORME PB5
0515445,CNK,2012-09-01,CHLOROPHYLLE                            SOL. OLEUM
0515452,CNK,2012-09-01,CHLOROPHYLLE HYDROSOLUBLE
0515460,CNK,2012-09-01,CHLOROQUINE
0515502,CNK,2012-09-01,CHLOROTHIAZIDE
0515528,CNK,2012-09-01,CHLORPHENESINE
0515536,CNK,2012-09-01,CHLORPROMAZINE (CHLORHYDRATE DE)
0515593,CNK,2012-09-01,CHLORQUINALDOL
0515676,CNK,2012-09-01,CHLORTETRACYCLINE CHLORHYDRATE
0515684,CNK,2012-09-01,CHLORZOXAZONE
0515726,CNK,2012-09-01,CHOLATE NA
0515734,CNK,2012-09-01,CHOLESTERINE
0515759,CNK,2012-09-01,CHOLESTYRAMINE ET SES SELS
0515767,CNK,2012-09-01,CHOLINE BITARTRATE
0515775,CNK,2012-09-01,CHOLINE CHLORURE
0515783,CNK,2012-09-01,CHOLINE CITRATE
0515809,CNK,2012-09-01,CHRYSAROBINE
0515858,CNK,2012-09-01,CHICOREE SAUVAGE                             RADIX
0515866,CNK,2012-09-01,CHICOREE SAUVAGE                         EXTR. FL.
0515874,CNK,2012-09-01,CHICOREE SAUVAGE                   EXTR. FL. COMP.
0515882,CNK,2012-09-01,CIGARETTES MEDICINALES
0515890,CNK,2012-09-01,HERBE AU PUNAISE                         EXTR. FL.
0515908,CNK,2012-09-01,HERBE AU PUNAISE                            TINCT.
0515916,CNK,2012-09-01,CINCHOCAINE HCL
0515924,CNK,2012-09-01,CINCHOPHENE
0515932,CNK,2012-09-01,QUINQUINA ROUGE                              CORT.
0515973,CNK,2012-09-01,QUINQUINA ROUGE                         CORT. PDR.
0515981,CNK,2012-09-01,QUINQUINA JAUNE                         CORT. PDR.
0515999,CNK,2012-09-01,QUINQUINA ROUGE                              EXTR.
0516005,CNK,2012-09-01,QUINQUINA ROUGE                          EXTR. FL.
0516070,CNK,2012-09-01,QUINQUINA ROUGE                             TINCT.
0516120,CNK,2012-09-01,QUINQUINA ROUGE                           HYDROSOL
0516138,CNK,2012-09-01,COLORANT BRUN CHOCOLAT
0516146,CNK,2012-09-01,CANNELLE                                CORT. PDR.
0516153,CNK,2012-09-01,CANNELLE DE CEYLAN ECORCE ESSENCE
0516195,CNK,2012-09-01,CANNELLE                                    TINCT.
0516203,CNK,2012-09-01,CINNARIZINE
0516229,CNK,2012-09-01,CITRON                                      ALCOL.
0516245,CNK,2012-09-01,CITRON ESSENCE
0516252,CNK,2012-09-01,CITRON                               ESS. ARTIFIC.
0516286,CNK,2012-09-01,CITRONELLE ESSENCE
0516328,CNK,2012-09-01,AMANDE AMERE                                 AROMA
0516344,CNK,2012-09-01,CLIOQUINOL
0516419,CNK,2012-09-01,CLOBENZOREX
0516427,CNK,2012-09-01,CLOFOREX
0516435,CNK,2012-09-01,CLOMINOREX
0516443,CNK,2012-09-01,CLORTERMINE
0516450,CNK,2012-09-01,CHARDON BENIT                                HERBA
0516484,CNK,2012-09-01,COBALT CHLORURE 6 AQ.
0516492,CNK,2012-09-01,COBALT NITRATE 6 AQ.
0516500,CNK,2012-09-01,COBALT SULFATE 7 AQ.
0516518,CNK,2012-09-01,COBAMAMIDE
0516534,CNK,2012-09-01,COCA                                     FOL. PDR.
0516542,CNK,2012-09-01,COCA                                          FOL.
0516559,CNK,2012-09-01,COCA                                         EXTR.
0516567,CNK,2012-09-01,COCA                                     EXTR. FL.
0516591,CNK,2012-09-01,COCA                                        TINCT.
0516609,CNK,2012-09-01,COCAINE
0516617,CNK,2012-09-01,COCAINE HCL
0516625,CNK,2012-09-01,COCAINE HCL AMP. 20MG
0516633,CNK,2012-09-01,COCAINE HCL AMP. 50MG
0516641,CNK,2012-09-01,MUGUET                                        FOL.
0516658,CNK,2012-09-01,MUGUET                                        FLOS
0516674,CNK,2012-09-01,COCHENILLE                                  TINCT.
0516682,CNK,2012-11-01,ARTICHAUT FEUILLE POUDRE
0516716,CNK,2012-09-01,RAIFORT GRAND                                 FOL.
0516724,CNK,2012-09-01,RAIFORT GRAND                                RADIX
0516740,CNK,2012-09-01,RAIFORT GRAND                       EXTR. FL. IODO
0516773,CNK,2012-09-01,CODEINE
0516807,CNK,2012-09-01,CODEINE HBR
0516823,CNK,2012-09-01,CODEINE HCL
0516831,CNK,2012-09-01,CODEINE (PHOSPHATE DE) HEMIHYDRATE
0516864,CNK,2012-09-01,CODEINE RESINATE
0516880,CNK,2012-09-01,CAFEINE (CFR 575308)
0516906,CNK,2012-09-01,CAFEINE AMP. 100MG
0516914,CNK,2012-09-01,CAFEINE AMP. 250MG
0516922,CNK,2012-09-01,CAFEINE BENZOATE NA
0516930,CNK,2012-09-01,CAFEINE CITRATE
0516955,CNK,2012-09-01,CAFEINE VALERIANATE
0516989,CNK,2012-09-01,COLA                                    SEMEN PDR.
0516997,CNK,2012-09-01,COLA                                         EXTR.
0517003,CNK,2012-09-01,COLA                                     EXTR. FL.
0517029,CNK,2012-09-01,COLA                                     GRAN. 10%
0517060,CNK,2012-09-01,COLA                                        TINCT.
0517086,CNK,2012-09-01,COLCHICINE
0517102,CNK,2012-09-01,COLCHIQUE                               SEMEN PDR.
0517110,CNK,2012-09-01,ACIDE CITRIQUE MONOHYDRATE POUDRE
0517136,CNK,2012-09-01,COLCHIQUE                                    EXTR.
0517144,CNK,2012-09-01,COLCHIQUE                                   TINCT.
0517151,CNK,2012-09-01,COLD CREAM
0517177,CNK,2012-09-01,COLLAGENE
0517185,CNK,2012-09-01,COLLODION ELASTIQUE
0517227,CNK,2012-09-01,COLOQUINTE                             FRUCT. PDR.
0517243,CNK,2012-09-01,COLOQUINTE                                  TINCT.
0517250,CNK,2012-09-01,COLOPHANE
0517276,CNK,2012-09-01,COLOMBO                                 RADIX PDR.
0517284,CNK,2012-09-01,COLOMBO                                      RADIX
0517292,CNK,2012-09-01,COLOMBO                                      EXTR.
0517300,CNK,2012-09-01,COLOMBO                                  EXTR. FL.
0517334,CNK,2012-09-01,COLOMBO                                     TINCT.
0517367,CNK,2012-09-01,COMBRETUM                                     FOL.
0517375,CNK,2012-09-01,COMBRETUM                                    EXTR.
0517383,CNK,2012-09-01,COMBRETUM                                EXTR. FL.
0517391,CNK,2012-09-01,COMBRETUM                                   TINCT.
0517409,CNK,2012-09-01,ACIDES GRAS DE COCO DIETHANOLAMIDE
0517417,CNK,2012-09-01,OLEAMIDE DEA
0517425,CNK,2012-09-01,COMPERLAN UDM
0517433,CNK,2012-09-01,CONDURANGO                              CORT. PDR.
0517441,CNK,2012-09-01,CONDURANGO                                   CORT.
0517466,CNK,2012-09-01,CONDURANGO                                   EXTR.
0517474,CNK,2012-09-01,CONDURANGO                               EXTR. FL.
0517508,CNK,2012-09-01,CONDURANGO                                  TINCT.
0517532,CNK,2012-09-01,CIGUE GRANDE                                 EXTR.
0517573,CNK,2012-09-01,CONSOUDE GRANDE                              HERBA
0517581,CNK,2012-09-01,CONSOUDE GRANDE                              RADIX
0517599,CNK,2012-09-01,CONSOUDE GRANDE                          EXTR. FL.
0517607,CNK,2012-09-01,CONSOUDE GRANDE                             TINCT.
0517615,CNK,2012-09-01,MUGUET                                       HERBA
0517623,CNK,2012-09-01,MUGUET                                        ESS.
0517631,CNK,2012-09-01,MUGUET                                       EXTR.
0517656,CNK,2012-09-01,MUGUET                                   EXTR. FL.
0517664,CNK,2012-09-01,MUGUET                                      TINCT.
0517680,CNK,2012-09-01,COPAGEL A10
0517698,CNK,2012-09-01,BAUME COPAHU
0517714,CNK,2012-09-01,CORIANDRE                              FRUCT. PDR.
0517722,CNK,2012-09-01,CORIANDRE                                   FRUCT.
0517748,CNK,2012-09-01,CORPS JAUNE
0517763,CNK,2012-09-01,CORTISONE ACETATE
0517797,CNK,2012-09-01,NOISETIER FEUILLE BOITE
0517805,CNK,2012-09-01,NOISETIER                                EXTR. FL.
0517821,CNK,2012-09-01,COTARNINE HCL
0517839,CNK,2012-09-01,COUMARINE
0517847,CNK,2012-09-01,CHROMIQUE ANHYDRIDE
0517870,CNK,2012-09-01,AUBEPINE                                      FOL.
0517888,CNK,2012-09-01,AUBEPINE                                      FLOS
0517896,CNK,2012-09-01,AUBEPINE                                    FRUCT.
0517904,CNK,2012-09-01,AUBEPINE (EXTRAIT SEC DE FEUILLE ET FLEUR D')
0517912,CNK,2012-09-01,AUBEPINE                                 EXTR. FL.
0517938,CNK,2012-09-01,AUBEPINE (TEINTURE D')
0517946,CNK,2012-09-01,AUBEPINE                                  HYDROSOL
0518019,CNK,2012-09-01,LANOLINE CREM. TUBE 20G
0518050,CNK,2012-09-01,MAGROGOLGLYCEROL RICINOLEATE
0518068,CNK,2012-09-01,CREOSOTE
0518076,CNK,2012-09-01,CREOSOTE CARBONATE
0518084,CNK,2012-09-01,CREOSOTE PHOSPHATE
0518092,CNK,2012-09-01,CREOSOTE PERL. 1OOMG
0518100,CNK,2012-09-01,CREOSOTE PERL. 5OMG
0518118,CNK,2012-09-01,CRESOL BRUT PB5
0518134,CNK,2012-09-01,SAFRAN STIGMATES
0518159,CNK,2012-09-01,SAFRAN                                      TINCT.
0518183,CNK,2012-09-01,CROTAMITON
0518209,CNK,2012-09-01,CU (II) ACETATE
0518241,CNK,2012-09-01,CU SULFATE PDR. PB5  (cfr. 518258)
0518258,CNK,2012-09-01,CUIVRE (SULFATE DE) PENTAHYDRATE
0518266,CNK,2012-09-01,CUBEBE                                 FRUCT. PDR.
0518274,CNK,2012-09-01,COURGE                               SEMEN DECORT.
0518282,CNK,2012-09-01,COURGE                                       SEMEN
0518290,CNK,2012-09-01,CUMIN                                  FRUCT. PDR.
0518308,CNK,2012-09-01,CUMIN                                       FRUCT.
0518340,CNK,2012-09-01,CYPRES ESSENCE
0518357,CNK,2012-09-01,CYPRES                                       EXTR.
0518365,CNK,2012-09-01,CYPRES EXTRAIT FLUIDE
0518373,CNK,2012-09-01,CYPRES                                      TINCT.
0518399,CNK,2012-09-01,SAFRAN DES INDES                        RADIX PDR.
0518407,CNK,2012-09-01,SAFRAN DES INDES                             RADIX
0518415,CNK,2012-09-01,SAFRAN DES INDES                         EXTR. FL.
0518431,CNK,2012-09-01,GLYCERYLE MONO ET DISTEARATE
0518449,CNK,2012-09-01,SODIUM CYCLAMATE
0518456,CNK,2012-09-01,CYCLIZINE CHLORHYDRATE
0518480,CNK,2012-09-01,NOREPHEDRINE DL RESINATE
0518498,CNK,2012-09-01,CYCLOHEXENYLETHYLBARBITURIQUE ACID.
